5.937711923319238122e+04 9.758876694831997156e-05 3.434352949261665344e-02 8.080916013568639755e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711933526074426e+04 1.063622694346122444e-04 3.687573596835136414e-02 7.882303325459361076e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711944171589857e+04 1.063622694346122444e-04 3.671208769083023071e-02 7.478848565369844437e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711954817106016e+04 1.063622694346122444e-04 3.791065886616706848e-02 7.660014671273529530e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711965462621447e+04 1.063622694346122444e-04 3.916822746396064758e-02 7.966303965076804161e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711976108137605e+04 1.063622694346122444e-04 3.780689090490341187e-02 7.484373054467141628e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711986753653764e+04 1.063622694346122444e-04 3.795949369668960571e-02 7.166530704125761986e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711997399169195e+04 1.063622694346122444e-04 3.683040663599967957e-02 7.368669612333178520e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712008044685354e+04 1.063622694346122444e-04 3.856422379612922668e-02 7.741118315607309341e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712018690201512e+04 1.063622694346122444e-04 3.729821741580963135e-02 7.355168345384299755e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712029335716943e+04 1.063622694346122444e-04 3.811427205801010132e-02 7.559731602668762207e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712039981233102e+04 1.063622694346122444e-04 3.845202177762985229e-02 7.186016300693154335e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712050626748533e+04 1.063622694346122444e-04 3.799479454755783081e-02 7.344048935920000076e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712061272264691e+04 1.063622694346122444e-04 3.918059542775154114e-02 7.279032724909484386e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712071917780850e+04 1.063622694346122444e-04 3.807500377297401428e-02 7.435990846715867519e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712082563296281e+04 1.063622694346122444e-04 3.859461843967437744e-02 7.628437597304582596e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712093208811712e+04 1.063622694346122444e-04 3.911151736974716187e-02 7.398942252621054649e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712103854327142e+04 1.063622694346122444e-04 3.925972059369087219e-02 7.303879247047007084e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712114499844029e+04 1.063622694346122444e-04 4.037139564752578735e-02 7.344855112023651600e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712125145359460e+04 1.063622694346122444e-04 3.860419988632202148e-02 7.243920117616653442e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712135790874891e+04 1.063622694346122444e-04 3.965266048908233643e-02 7.633065688423812389e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712146436391049e+04 1.063622694346122444e-04 4.054831713438034058e-02 7.265408639796078205e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712157081906480e+04 1.063622694346122444e-04 4.046682268381118774e-02 7.053786539472639561e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712167727421911e+04 1.063622694346122444e-04 3.982034698128700256e-02 7.300568977370858192e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712178372937342e+04 1.063622694346122444e-04 3.928216546773910522e-02 7.663348806090652943e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712189018453500e+04 1.063622694346122444e-04 3.997880592942237854e-02 7.455302402377128601e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712199663969659e+04 1.063622694346122444e-04 3.938322886824607849e-02 7.245066808536648750e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712210309485090e+04 1.063622694346122444e-04 3.959047421813011169e-02 7.349276565946638584e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712220955001249e+04 1.063622694346122444e-04 4.059205576777458191e-02 7.419943576678633690e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712231600516679e+04 1.063622694346122444e-04 3.991631790995597839e-02 7.352163083851337433e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712242246032110e+04 1.063622694346122444e-04 4.040015488862991333e-02 7.426948286592960358e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712252891548269e+04 1.063622694346122444e-04 4.063281416893005371e-02 7.271494832821190357e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712263537063700e+04 1.063622694346122444e-04 4.061677679419517517e-02 7.354876142926514149e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712274182579131e+04 1.063622694346122444e-04 4.043045267462730408e-02 7.510803407058119774e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712284828094562e+04 1.063622694346122444e-04 4.067277535796165466e-02 7.352228276431560516e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712295473610720e+04 1.063622694346122444e-04 4.015142843127250671e-02 7.450598641298711300e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712306119126151e+04 1.063622694346122444e-04 4.124688357114791870e-02 7.435048464685678482e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712316764641582e+04 1.063622694346122444e-04 4.180046543478965759e-02 7.580132223665714264e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712327410157741e+04 1.063622694346122444e-04 4.059572517871856689e-02 7.432723650708794594e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712338055673172e+04 1.063622694346122444e-04 4.106983914971351624e-02 7.451203418895602226e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937712348701188603e+04 1.063622694346122444e-04 4.232364520430564880e-02 7.649994804523885250e-04 1.000000000000000000e+00 1.000000000000000000e+00
