5.937711919770688837e+04 2.662025326571892947e-05 6.841934472322463989e-02 7.549783913418650627e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711922880514612e+04 3.539376484695822001e-05 6.958879530429840088e-02 6.517896545119583607e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711926429020241e+04 3.539376484695822001e-05 7.129511982202529907e-02 6.496701389551162720e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711929977524414e+04 3.539376484695822001e-05 7.260391861200332642e-02 6.708410801365971565e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711933526030043e+04 3.539376484695822001e-05 7.319383323192596436e-02 6.731427274644374847e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711937074535672e+04 3.539376484695822001e-05 7.530727982521057129e-02 6.469638319686055183e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711940623041301e+04 3.539376484695822001e-05 7.418353855609893799e-02 6.529996171593666077e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711944171546202e+04 3.539376484695822001e-05 7.487639039754867554e-02 6.531155086122453213e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711947720051103e+04 3.539376484695822001e-05 7.463758438825607300e-02 6.450444343499839306e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711951268556732e+04 3.539376484695822001e-05 7.484503835439682007e-02 6.509587401524186134e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711954817062360e+04 3.539376484695822001e-05 7.461320608854293823e-02 6.636680918745696545e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711958365567989e+04 3.539376484695822001e-05 7.545372843742370605e-02 6.550305406562983990e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711961914072162e+04 3.539376484695822001e-05 7.588355243206024170e-02 6.615671445615589619e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711965462577791e+04 3.539376484695822001e-05 7.531494647264480591e-02 6.639251369051635265e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711969011083420e+04 3.539376484695822001e-05 7.477061450481414795e-02 6.547830998897552490e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711972559589049e+04 3.539376484695822001e-05 7.522881776094436646e-02 6.594935548491775990e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711976108093950e+04 3.539376484695822001e-05 7.440333813428878784e-02 6.439922144636511803e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711979656598851e+04 3.539376484695822001e-05 7.440316677093505859e-02 6.419765413738787174e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711983205104480e+04 3.539376484695822001e-05 7.500950992107391357e-02 6.446181214414536953e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711986753610108e+04 3.539376484695822001e-05 7.446540892124176025e-02 6.373822106979787350e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711990302115009e+04 3.539376484695822001e-05 7.701271027326583862e-02 6.523570045828819275e-04 1.000000000000000000e+00 1.000000000000000000e+00
5.937711993850619911e+04 3.539376484695822001e-05 7.424267381429672241e-02 6.437689298763871193e-04 1.000000000000000000e+00 1.000000000000000000e+00
